understand	v.	to have knowledge of
unite	v.	to join together
universe	n.	all of space, including planets and stars
university	n.	a place of education that usually includes several colleges and research organizations
unless	conj.	except if it happens
unless	conj.	on condition that	I will not go, unless the rain stops.
until	conj.	up to a time
until	conj.	before
up	ad.	to, in or at a higher position or value
urge	v.	to advise strongly
urge	v.	to make a great effort to get someone to do something
urgent	ad.	needing an immediate decision or action
us	pro.	the form of the word "we" used after a preposition ("He said he would write to us.") or used as an object of a verb	They saw us yesterday.
use	v.	to employ for a purpose
use	v.	to put into action
usual	ad.	as is normal or common
usual	ad.	as is most often done, seen or heard
vacation	n.	a holiday
vacation	n.	a period of time for travel, pleasure or rest, especially one with pay given to an employee
vaccine	n.	a substance containing killed or weakened organisms given to a person or animal to produce protection against a disease
valley	n.	a long area of land between higher areas of land
value	n.	the quality of being useful, important or desired
value	n.	the amount of money that could be received if something is sold
vegetable	n.	a plant grown for food
vehicle	n.	anything on or in which a person or thing can travel or be transported, especially anything on wheels
vehicle	n.	a car or truck
version	n.	the form of something with different details than earlier or later forms
very	ad.	extremely	He was very late.
veto	v.	to reject or refuse to approve
victim	n.	someone or something that is injured, killed or made to suffer
victim	n.	someone who is tricked
victory	n.	a success in a fight or competition
video	n.	a method of recording images and sound without a traditional film camera to be shown on a television, computer or other device
village	n.	a very small town
violate	v.	to fail to obey or honor
violate	v.	to break (an agreement)
violence	n.	the use of force to cause injury, death or damage
virus	n.	a kind of organism that causes disease
visa	n.	the official permission given to a person to enter a country where he or she is not a citizen
visit	v.	to go to or come to a place for a short time for friendly or business reasons
voice	n.	the sound made by creatures, especially humans, for speaking
volcano	n.	a hill or mountain around a hole in the earth's surface that can explode, sending hot, melted rock and ash into the air
volunteer	n.	a person who chooses to do something without being asked, usually without being paid
vote	v.	to choose a candidate in an election
vote	n.	a choice or decision expressed by the voice, by hand or by writing
wages	n.	money received for work done
wait	v.	to delay acting
wait	v.	to postpone
walk	v.	to move by putting one foot in front of the other
wall	n.	the side of a room or building formed by wood, stone or other material
wall	n.	a structure sometimes used to separate areas of land
want	v.	to desire
want	v.	to wish for
want	v.	to need
war	n.	fighting between nations, or groups in a nation, using weapons
warm	ad.	almost hot
warm	ad.	having or feeling some heat
warn	v.	to tell of possible danger
warn	v.	to advise or inform about something bad that may happen
wash	v.	to make clean, usually with water
waste	v.	to spend or use without need or care
waste	v.	to make bad use of
waste	n.	a spending of money, time or effort with no value gained or returned
waste	n.	something thrown away as having no value
waste	n.	the liquid and solid substances that result from body processes and are passed out of the body
watch	v.	to look at
watch	v.	to observe closely
watch	v.	to look and wait for
water	n.	the liquid that falls from the sky as rain or is found in lakes, rivers and oceans
wave	v.	to move or cause to move one way and the other, as a flag in the wind
wave	v.	to signal by moving the hand one way and the other
wave	n.	a large mass of water that forms and moves on the surface of a lake or ocean
way	n.	a path on land or sea or in the air
way	n.	how something is done
way	n.	method
we	pro.	two or more people, including the speaker or writer	He and I will go together, and we will return together.
weak	ad.	having little power
weak	ad.	easily broken, damaged or destroyed
weak	ad.	opposite strong
wealth	n.	a large amount of possessions, money or other things of value
weapon	n.	anything used to cause injury or to kill during an attack, fight or war
wear	v.	to have on the body, as clothes
weather	n.	the condition of the atmosphere resulting from sun, wind, rain, heat or cold
Web site	n.	a collection of information prepared by a person or organization on the World Wide Web of the Internet
week	n.	a period of time equal to seven days
weigh	v.	to measure how heavy someone or something is
welcome	v.	to express happiness or pleasure when someone arrives or something develops
well	ad.	in a way that is good or pleasing
well	ad.	in good health
well	n.	a hole in the ground where water, gas or oil can be found
west	n.	the direction in which the sun goes down
wet	ad.	covered with water or other liquid
wet	ad.	not dry
what	pro.	used to ask about something or to ask for information about something	What is this?
what	ad.	which or which kind	He wants to know what you would like to drink.
wheat	n.	a grain used to make bread
wheat	n.	the plant that produces the grain
wheel	n.	a round structure that turns around a center
when	ad.	at what time
when	ad.	at any time	When will she come home?
when	conj.	during or at the time	I studied hard when I was in school.
whether	conj.	if it be the case or fact that	He did not know whether he was right or wrong.
which	pro.	used to ask about what one or what ones of a group of things or people	Which program do you like best? Which students will take the test?
while	n.	a space of time	Please come to my house for a while.
while	conj.	at or during the same time	It may not be a good idea to eat while you are running.
white	ad.	having the color like that of milk or snow
who	pro.	what or which person or persons that	Who wants to go?
who	pro.	the person or persons	They are the ones who want to go.
whole	ad.	the complete amount
whole	ad.	all together
whole	ad.	not divided
whole	ad.	not cut into pieces
why	ad.	for what cause or reason	Why did she do it?
why	conj.	the reason for which	I do not know why she did it.
wide	ad.	having a great distance from one side to the other
wide	ad.	not limited
wife	n.	a woman who is married
wild	ad.	living and growing in natural conditions and not organized or supervised by humans
wild	ad.	angry
wild	ad.	uncontrolled
will	v.	a word used with action words to show future action	They will hold talks tomorrow.
willing	ad.	being ready or having a desire to	They are willing to talk about the problem.
win	v.	to gain a victory
win	v.	to defeat another or others in a competition, election or battle
wind	n.	a strong movement of air
window	n.	an opening in a wall to let in light and air, usually filled with glass
winter	n.	the coldest time of year, between autumn and spring
wire	n.	a long, thin piece of metal used to hang objects or to carry electricity or electronic communications from one place to another
wise	ad.	having much knowledge and understanding
wise	ad.	able to use knowledge and understanding to make good or correct decisions
wish	v.	to want
wish	v.	to express a desire for
with	prep.	along or by the side of
with	prep.	together
with	prep.	using	He fixed it with a tool.
with	prep.	having	the house with the reddoor
withdraw	v.	to take or move out, away or back
withdraw	v.	to remove
without	prep.	with no
without	prep.	not having or using
without	prep.	free from
without	prep.	not doing
witness	n.	a person who saw and can tell about an action or event, sometimes in a court of law
woman	n.	an adult female human
wonder	v.	to ask oneself
wonder	v.	to question	She wonders if it is true.
wonder	n.	a feeling of surprise
wonderful	ad.	causing wonder
wonderful	ad.	especially good
wood	n.	the solid material of which trees are made
word	n.	one or more connected sounds that form a single part of a language
work	v.	to use physical or mental effort to make or do something
work	n.	the effort used to make or to do something
work	n.	that which needs effort
work	n.	the job one does to earn money
world	n.	the earth
world	n.	the people who live on the earth
worry	v.	to be concerned
worry	v.	to continue thinking that something, possibly bad, can happen
worse	ad.	more bad than
worth	n.	value measured in money
wound	v.	to injure
wound	v.	to hurt
wound	v.	to cause physical damage to a person or animal
wound	n.	an injury to the body of a human or animal in which the skin is usually cut or broken
wreck	v.	to damage greatly
wreck	v.	to destroy
wreck	n.	anything that has been badly damaged or broken
wreckage	n.	what remains of something severely damaged or destroyed
write	v.	to use an instrument to make words appear on a surface, such as paper
wrong	ad.	not correct
wrong	ad.	bad
wrong	ad.	not legal
wrong	ad.	opposite right
x-ray	n.	a kind of radiation that can pass through most solid material, often used in medicine
year	n.	a period of time equal to twelve months
yellow	ad.	having the color like that of gold or the sun
yes	ad.	used to express agreement or to permit
yesterday	n.	the day before today
yet	ad.	at some time before now	Have they arrived yet?
yet	ad.	now
yet	ad.	at this time	I cannot tell you about it yet.
yet	conj.	however	The sun was shining, yet it was cold.
you	pro.	the person or persons being spoken to
young	ad.	in the early years of life
young	ad.	not old
zero	n.	the number meaning none or nothing
zoo	n.	a place where animals are kept for the public to look at and study
blog	n.	short term for Web log, a personal Web site where people write about whatever they want
database	n.	information gathered and stored in a computer in a systematic way so computers can search it
e-mail	n.	electronic mail that is sent over a computer system or wireless telephone network
hardware	n.	the physical equipment of a computer or a device that is connected to a computer
mouse	n.	a small hand-held device used to control a computer
network	n.	a group of computers or other devices, such as telephones, connected by telecommunications links
processor	n.	the brain of a computer which carries out software instructions that operate the hardware of the computer and devices attached to it. Also called a CPU or chip.
server	n.	a powerful computer that serves a network of computers and processes their requests
software	n.	electronic instructions given to computers and devices connected to them
World Wide Web	n.	part of the Internet that can be easily searched using software called a browser
account	n.	a record of financial dealings. For example, a bank account is a record of how much money a person or company has in a bank
bond	n.	an agreement to pay interest on a loan, generally for a period of years, until the loan is repaid. A bond can be bought or sold.
capital	n.	money or property used to create more wealth
contract	n.	a legal agreement between people or groups to do, provide or trade something
corporation	n.	a business that is organized as a legal company separate from its owners and workers
dividend	n.	part of a company's earnings that is given to shareholders. Not all stocks pay dividends.
index	n.	a way of measuring the value of a group of securities. For example, a stock index measures the value of a group of stocks.
security	n.	evidence of ownership that has financial value, such as a stock or bond. Security can also mean a financial contract that has value.
stock	n.	a share in ownership of a company. The stock of public companies is traded on stock exchanges.
